node_1,node_2
respiratory infection@Disease,Arabic@Chemical
middle east respiratory syndrome@Disease,Arabic@Chemical
fever@Disease,ceftiofur@Chemical
liver fibrosis@Disease,Rosen@Chemical
respiratory syndrome@Disease,Rosen@Chemical
respiratory syndrome@Disease,mono-saccharides@Chemical
respiratory syndrome@Disease,penciclovir@Chemical
respiratory insufficiency@Disease,desflurane@Chemical
respiratory disease@Disease,IHC@Chemical
cystic fibrosis@Disease,e88730@Chemical
respiratory infection@Disease,e18928@Chemical
Respiratory Syndrome Coronavirus Infection@Disease,"""5:e00884-14-e00884-14""@Chemical"
acute respiratory syndrome@Disease,FAA@Chemical
coronavirus infectious bronchitis virus@Disease,HPbetaCD@Chemical
diarrhea@Disease,"""2-hydroxypropyl-beta-cyclodextrin""@Chemical"
cystic fibrosis@Disease,formyl@Chemical
malaria include fever@Disease,"""1-formyl-5-nitroisoquinoline""@Chemical"
bronchitis@Disease,mometasone@Chemical
bronchitis@Disease,mometasone furoate@Chemical
SARS-CoV infection@Disease,TrCd@Chemical
SARS-CoV infection@Disease,TrCr@Chemical
ARDS  Toronto Acute Respiratory Distress Syndrome@Disease,LASA@Chemical
Severe acute respiratory syndrome@Disease,LASA@Chemical
yellow fever@Disease,Typhium Vi@Chemical
diarrhea@Disease,manidipine@Chemical
fever@Disease,manidipine@Chemical
pneumonia@Disease,BPS@Chemical
respiratory syncytial virus@Disease,EVP4@Chemical
respiratory tract infections@Disease,ceftibuten@Chemical
respiratory diseases@Disease,genkwanol B@Chemical
respiratory diseases@Disease,genkwanol C@Chemical
pneumoniae   AID@Disease,PAC@Chemical
acute respiratory failure@Disease,PAC@Chemical
trachea and bronchusNasal respiratory epithelial cells ND  Rabbit (Oryctolagus cuniculus) IN@Disease,NHP@Chemical
tracheaNasal respiratory epithelial cells ND  Llamas (Lama glama) IN@Disease,NHP@Chemical
bronchitis@Disease,NHP@Chemical
viral hemorrhagic fever@Disease,NHP@Chemical
bronchointerstitial pneumonia Type I pneumocytes@Disease,NHP@Chemical
adrenalNasal respiratory@Disease,NHP@Chemical
respiratory disease Lung congestion@Disease,NHP@Chemical
respiratory syndrome@Disease,NHP@Chemical
respiratory infection@Disease,NHP4@Chemical
interstitial pneumonia@Disease,NHP@Chemical
interstitial pneumonia Type I@Disease,NHP@Chemical
Ebola hemorrhagic fever@Disease,NHP@Chemical
Ebola virus infection@Disease,NHP@Chemical
Ebola@Disease,NHP4@Chemical
dengue hemorrhagic fever@Disease,NHP@Chemical
respiratory illness@Disease,"SAalpha2,3-Gal@Chemical"
diarrhea@Disease,Thr@Chemical
HD of the infectious bronchitis virus@Disease,Thr16@Chemical
respiratory distress syndrome@Disease,Thr@Chemical
respiratory syndrome@Disease,Thr@Chemical
respiratory syndrome coronavirus spike@Disease,Thr@Chemical
coronavirus infection@Disease,Thr@Chemical
Ebola virus virulence@Disease,Thr@Chemical
Autoimmune diseaseInjury Severe acute respiratory syndrome coronavirus@Disease,Thr@Chemical
acute respiratory syndrome@Disease,Thr@Chemical
acute respiratory syndrome (SARS) coronavirus infection@Disease,Thr@Chemical
Mycoplasma pneumoniae pneumonia@Disease,tosufloxacin@Chemical
Ebola infection@Disease,NASA@Chemical
Ebola virus diseaseThe authors@Disease,NASA@Chemical
Ebola infection@Disease,NASA-NIBIB@Chemical
Ebola virus diseaseThe authors@Disease,NASA-NIBIB@Chemical
Ebola infection@Disease,NIH-NASA@Chemical
Ebola virus diseaseThe authors@Disease,NIH-NASA@Chemical
fungal pneumonia@Disease,E-II@Chemical
respiratory tract infection@Disease,E-II@Chemical
hemorrhagic fever virus@Disease,phosphatidylinositol-3-phosphate@Chemical
Diarrhea@Disease,Pyriproxyfen@Chemical
renal fibrosis@Disease,jatrorrhizine@Chemical
respiratory syndrome@Disease,jatrorrhizine@Chemical
Respiratory Syndrome@Disease,N-acetyl neuraminic acid@Chemical
Haemorrhagic Fever@Disease,Tafenoquine@Chemical
coronavirus demyelination@Disease,Kane JAC@Chemical
fever@Disease,MH536109-11@Chemical
respiratory disease@Disease,MH428627@Chemical
respiratory disease@Disease,MH428631-MH428633@Chemical
diarrhea@Disease,Dimethyl fumarate@Chemical
respiratory syndrome@Disease,AHB63508@Chemical
Munia coronavirus@Disease,AHB63494@Chemical
SARS-CoV infection@Disease,N235@Chemical
pneumonia@Disease,Theaflavins@Chemical
SARS@Disease,Theaflavin@Chemical
acute respiratory syndrome@Disease,theaflavin@Chemical
upper respiratory infection@Disease,H65-67@Chemical
acute respiratory syndrome@Disease,CH65@Chemical
bronchitis@Disease,pyrazinoylguanidine@Chemical
cystic fibrosis@Disease,pyrazinoylguanidine@Chemical
influenza pneumonia@Disease,imiquimod@Chemical
YFV Yellow Fever@Disease,Tc837 B52456@Chemical
Legionella pneumonia@Disease,gemcitabine@Chemical
respiratory syndrome coronavirus@Disease,gemcitabine@Chemical
zika virus infection@Disease,gemcitabine@Chemical
"viral infection RSV-P, PIV-P Respiratory viral diseases@Disease",gemcitabine@Chemical
SARS coronavirus fever@Disease,gemcitabine@Chemical
myelofibrosis@Disease,Gemcitabine@Chemical
SARS-CoV infection@Disease,IFN-gamma@Chemical
respiratory syndrome@Disease,Icariin@Chemical
cystic fibrosis@Disease,EPI@Chemical
diarrheal diseases@Disease,EPI@Chemical
upper respiratory tract infection@Disease,EPI INFO@Chemical
acute respiratory syndrome@Disease,EPI@Chemical
fever@Disease,"""14-0160-techapp""@Chemical"
Q fever@Disease,"""14-0160-techapp""@Chemical"
fever@Disease,cefdinir@Chemical
hemorrhagic fever@Disease,cefdinir@Chemical
pneumonia@Disease,cefdinir@Chemical
acute respiratory distress syndrome@Disease,cefdinir@Chemical
acute respiratory system infection@Disease,cefdinir@Chemical
SARS-CoV infection@Disease,ACPP@Chemical
SARS-CoV-infection@Disease,ACPP@Chemical
fibrosis@Disease,APV@Chemical
pulmonary fibrosis@Disease,APV@Chemical
respiratory distress@Disease,APV@Chemical
Fever@Disease,P33839@Chemical
SARS-CoV infection@Disease,S318-S510@Chemical
fever@Disease,suppurate AOM@Chemical
hepatitis coronavirus@Disease,hexamethylene amiloride@Chemical
Diarrhea viruses@Disease,Asp-Glu-Asp-Asp@Chemical
Yellow Fever@Disease,Asp-Glu-Asp-Asp@Chemical
Diarrhea@Disease,El@Chemical
diarrhea@Disease,El@Chemical
Bronchitis@Disease,N12@Chemical
Fever@Disease,[12-24]   ICU@Chemical
pneumonia over bronchitis@Disease,N12@Chemical
lobar pneumonia@Disease,GXYQ12@Chemical
pneumonia@Disease,N12@Chemical
Comorbidities  Chronic respiratory disease@Disease,[12-24]   ICU@Chemical
respiratory failure@Disease,[12-24]   ICU@Chemical
Fever Cough Headache Odynophagia@Disease,"""44 F ICU""@Chemical"
diarrhea@Disease,epigallocatechin@Chemical
acute respiratory syndrome@Disease,(:)-epigallocatechin@Chemical
acute respiratory syndrome@Disease,epigallocatechin@Chemical
Q fever@Disease,bafilomycin@Chemical
SARS-CoV infection@Disease,bafilomycin@Chemical
respiratory infections@Disease,troglitazone@Chemical
Pneumonia@Disease,APSG-J@Chemical
pneumonia@Disease,salmeterol@Chemical
aeruginosa infection of the respiratory mucosa@Disease,salmeterol@Chemical
MDR tracheobronchitis MDR pneumonia Right ventricular failure Asthma  Aspergillus@Disease,salmeterol@Chemical
Pneumocystis carinii pneumonia@Disease,"""1,5-bis(4-amidinophenoxy)pentane""@Chemical"
infection of ebola virus@Disease,pradimicin@Chemical
pneumonia@Disease,forsythiaside@Chemical
Respiratory Syndrome@Disease,forsythiaside@Chemical
respiratory syndrome@Disease,forsythoside A@Chemical
respiratory syndrome@Disease,forsythoside E@Chemical
upper respiratory tract infections@Disease,forsythiaside@Chemical
SARS-CoV infection@Disease,MDL28170@Chemical
Fever@Disease,GPA@Chemical
fibrosis@Disease,Polydatin@Chemical
Mycoplasma pneumoniae infection@Disease,Polydatin@Chemical
bronchitis@Disease,PEITC@Chemical
bronchitis@Disease,Phenethyl isothiocyanate@Chemical
coronavirus infections@Disease,CrFK@Chemical
respiratory distress@Disease,MPX-ZAI-1970@Chemical
epidemic diarrhea@Disease,HB-2@Chemical
fever@Disease,PEC@Chemical
pneumonia@Disease,JHB@Chemical
liver fibrosis@Disease,caffeoyl@Chemical
fever@Disease,CdSe@Chemical
respiratory diseases@Disease,serine-arginine@Chemical
respiratory syndrome coronavirus@Disease,serine-arginine@Chemical
bronchitis@Disease,verbascoside@Chemical
Diarrhea@Disease,Gn@Chemical
calf diarrhea@Disease,Gn@Chemical
diarrhea and diarrhea@Disease,Gn@Chemical
Energy metabolism respiratory gaseous@Disease,GnRH@Chemical
respiratory infections@Disease,Gn@Chemical
rotavirus diarrhea@Disease,Gn@Chemical
SARS-CoV infection@Disease,Gn@Chemical
respiratory illness@Disease,Aol G@Chemical
respiratory tract infections@Disease,Bugarin G@Chemical
acute respiratory illness@Disease,Aol G@Chemical
Adenovirus Pneumonia@Disease,Cidofovir@Chemical
diarrhea Adenoviridae@Disease,Cidofovir@Chemical
fever Arenaviridae@Disease,Cidofovir@Chemical
obstructive bronchitis@Disease,cidofovir@Chemical
Valley fever Bunyaviridae@Disease,Cidofovir@Chemical
Dengue fever Flaviviridae@Disease,Cidofovir@Chemical
Diarrhea@Disease,cidofovir@Chemical
fibrosis@Disease,cidofovir@Chemical
lung fibrosis@Disease,cidofovir@Chemical
hemorrhagic fever@Disease,Cidofovir@Chemical
CMV pneumonia@Disease,Cidofovir@Chemical
pneumonia@Disease,Cidofovir@Chemical
CMV pneumonia@Disease,cidofovir@Chemical
adenoviral pneumonia@Disease,cidofovir@Chemical
acute respiratory distress@Disease,Cidofovir@Chemical
acute respiratory distress syndrome@Disease,cidofovir@Chemical
respiratory tract diseases@Disease,Cidofovir@Chemical
respiratory viral infection@Disease,Cidofovir@Chemical
respiratory viral infection@Disease,cidofovir@Chemical
respiratory viral infections@Disease,cidofovir@Chemical
upper respiratory disease@Disease,cidofovir@Chemical
vaccinia virus respiratory infections@Disease,cidofovir@Chemical
West Nile Fever Flaviridae@Disease,Cidofovir@Chemical
Yellow fever Flaviridae@Disease,Cidofovir@Chemical
Laryngotracheobronchitis Paramyxoviridae@Disease,Cidofovir@Chemical
Respiratory viral infection Paramyxoviridae@Disease,Cidofovir@Chemical
coronavirus Droplet@Disease,Cidofovir@Chemical
Respiratory syncytial virus infection Paramyxoviridae@Disease,Cidofovir@Chemical
respiratory syncytial virus Droplet@Disease,Cidofovir@Chemical
Ebola hemorrhagic fever Filoviridae@Disease,Cidofovir@Chemical
SARS-CoV infections@Disease,Cidofovir@Chemical
respiratory symptoms@Disease,cidofovir@Chemical
Chikungunya fever Togaviridae@Disease,Cidofovir@Chemical
fibrosis@Disease,alpha-SMA@Chemical
interstitial fibrosis@Disease,alpha-SMA@Chemical
pneumonia@Disease,DPTS@Chemical
respiratory distress syndrome@Disease,DPTS@Chemical
Idiopathic pneumonia syndrome@Disease,DPTS@Chemical
respiratory syndrome coronavirus@Disease,H1020@Chemical
respiratory acidosis@Disease,meropenem@Chemical
chest discomfort Fever@Disease,meropenem@Chemical
Diarrhea@Disease,meropenem@Chemical
diarrhea@Disease,meropenem@Chemical
fever spikes@Disease,Meropenem@Chemical
Fever@Disease,meropenem@Chemical
fever rickettsiosis@Disease,meropenem@Chemical
headache Fever@Disease,meropenem@Chemical
nausea diarrhea@Disease,meropenem@Chemical
Streptococcus pneumonia sepsis@Disease,meropenem@Chemical
CMV pneumonia@Disease,meropenem@Chemical
chronic pneumonia@Disease,meropenem@Chemical
denitrificans pneumonia@Disease,meropenem@Chemical
necrotizing pneumonia@Disease,meropenem@Chemical
pneumonia  Aspiration pneumonia@Disease,meropenem@Chemical
pneumococcal pneumonia@Disease,meropenem@Chemical
respiratory distress syndrome@Disease,meropenem@Chemical
respiratory syndrome@Disease,meropenem@Chemical
typhoid fever@Disease,meropenem@Chemical
bacterial pneumonia@Disease,Meropenem-vaborbactam              Carbapenem@Chemical
Septic shock Sepsis Sepsis Pneumonia  SAPS II@Disease,meropenem@Chemical
sepsis and bacteremic pneumonia@Disease,meropenem@Chemical
chronic diarrhea Acinetobacter baumannii@Disease,Resveratrol@Chemical
renal fibrosis@Disease,resveratrol@Chemical
hepatic fibrosis@Disease,resveratrol@Chemical
coliKlebsiella pneumoniae@Disease,Resveratrol@Chemical
Staphylococcus aureus pneumonia@Disease,Resveratrol@Chemical
aureus pneumonia@Disease,Resveratrol@Chemical
Respiratory Syndrome@Disease,"""5, 4'-trihydroxystilbene""@Chemical"
respiratory illness@Disease,"""5, 4'-trihydroxystilbene""@Chemical"
respiratory diseases@Disease,Resveratrol@Chemical
respiratory viral infections@Disease,"""5, 4'-trihydroxystilbene""@Chemical"
respiratory infection@Disease,Resveratrol@Chemical
respiratory infections@Disease,Resveratrol@Chemical
pneumoniae MDR Seukep@Disease,Resveratrol@Chemical
Coronavirus infection@Disease,Resveratrol@Chemical
Middle East respiratory syndrome coronavirus@Disease,Resveratrol@Chemical
coronavirus infection@Disease,resveratrol@Chemical
respiratory syncytial virus infection@Disease,"trans-3,5,40-trihydroxystilbene@Chemical"
acute respiratory syndrome@Disease,"trans-3,5,40-trihydroxystilbene@Chemical"
respiratory syndrome coronavirus spike protein attachment@Disease,Resveratrol@Chemical
respiratory syndrome coronavirus spike protein attachment@Disease,resveratrol@Chemical
bronchiolitis and pneumonia@Disease,VIC@Chemical
frank pneumonia@Disease,VIC@Chemical
fever@Disease,Coronaviridae                                            Feline@Chemical
fever@Disease,feline B@Chemical
acute respiratory disease@Disease,feline@Chemical
deficiency in cystic fibrosis@Disease,Vitamin d@Chemical
Diarrhea@Disease,Vitamin A@Chemical
Diarrhea@Disease,Vitamins@Chemical
porcine epidemic diarrhea virus infected@Disease,vitamin A@Chemical
diarrhea and failure@Disease,vitamins@Chemical
diarrhea@Disease,vitamins A@Chemical
diarrheal disease@Disease,vitamin A@Chemical
Fever@Disease,Vitamin@Chemical
fibrosis@Disease,vitamin A@Chemical
fibrosis@Disease,vitamins@Chemical
Liver fibrosis@Disease,vitamin A@Chemical
liver fibrosis@Disease,vitamin-A@Chemical
Mediterranean fever@Disease,vitamin A@Chemical
respiratory distress@Disease,Vitamin A@Chemical
acute respiratory distress syndrome@Disease,vitamin A@Chemical
respiratory disease@Disease,Vitamin A@Chemical
Energy metabolism respiratory gaseous@Disease,vitamin@Chemical
Respiratory disease@Disease,vitamin@Chemical
Energy metabolism respiratory gaseous@Disease,vitamins@Chemical
respiratory disease@Disease,vitamins@Chemical
respiratory syndrome@Disease,vitamins@Chemical
respiratory vaccination or infection@Disease,Vitamin A@Chemical
respiratory virus infection@Disease,Vitamin A@Chemical
Fungal respiratory infection@Disease,vitamin A@Chemical
respiratory infection@Disease,vitamin A@Chemical
respiratory tract infections@Disease,vitamin A@Chemical
respiratory vaccination or infection@Disease,vitamin A@Chemical
upper respiratory infections@Disease,vitamin A@Chemical
respiratory tract infection@Disease,vitamin-A@Chemical
Fungal respiratory infection@Disease,vitamins@Chemical
respiratory tract infections@Disease,vitamins@Chemical
viral respiratory tract infection@Disease,vitamins@Chemical
respiratory infections@Disease,vitamins A@Chemical
rotavirus infection and diarrhea@Disease,vitamin A@Chemical
typhoid fever@Disease,vitamin@Chemical
pneumoniae immunisation   Maternal vaginal@Disease,vitamin A@Chemical
Middle East respiratory syndrome coronavirus (MERS-CoV) infections@Disease,vitamin@Chemical
respiratory syncytial virus infections@Disease,vitamin A@Chemical
bacterial pneumonias@Disease,vitamin A@Chemical
acute respiratory illness@Disease,Vitamin A@Chemical
acute respiratory syndrome@Disease,vitamin A@Chemical
idiopathic pulmonary fibrosis@Disease,vitamin A@Chemical
liver fibrosis@Disease,Rib@Chemical
diarrhea@Disease,hydroxylated biphenolic@Chemical
lung fibrosis@Disease,LEICA SCN400@Chemical
SARS CoV infections@Disease,N-butyl-deoxynojirimycin@Chemical
SARS infected@Disease,N-butyl-deoxynojirimycin@Chemical
Diarrhea@Disease,Nateglinide@Chemical
respiratory infection@Disease,echinacoside@Chemical
diarrhea@Disease,sphingosine 1-phosphate@Chemical
fibrosis@Disease,sphingosine-1-phosphate@Chemical
aeruginosa pneumonia@Disease,sphingosine-1-phosphate@Chemical
respiratory virus infection@Disease,sphingosine 1-phosphate@Chemical
respiratory infections@Disease,sphingosine phosphates@Chemical
Humoral immune deficiencies Antibody deficiencies Repeated respiratory tract infections@Disease,sphingosine-1-phosphate@Chemical
respiratory tract infection@Disease,sphingosine-1-phosphate@Chemical
respiratory tract infections Optional Yes Yes Yes Combined immune deficiencies@Disease,sphingosine-1-phosphate@Chemical
upper respiratory tract infections@Disease,sphingosine-1-phosphate@Chemical
SARS CoV infections@Disease,sphingosine phosphates@Chemical
respiratory tract diseases@Disease,famciclovir@Chemical
Zika virus infection@Disease,Tyrphostin A23@Chemical
bronchitis@Disease,TCDC@Chemical
coronavirus EndoU-deficiency@Disease,OMT@Chemical
coronavirus infection@Disease,OMT@Chemical
acute respiratory syndrome@Disease,cobalt oxide@Chemical
Ebola virus infectivity@Disease,('isofangchinoline')@Chemical
MI enhances fibrosis@Disease,C4(-)@Chemical
cardiac fibrosis@Disease,C4(-)@Chemical
acute SARS illness@Disease,C4@Chemical
Bronchitis Virus@Disease,Coronavirus@Chemical
Valley fever@Disease,Coronavirus@Chemical
Dengue fever@Disease,Coronavirus@Chemical
increase dengue fever@Disease,Coronavirus@Chemical
Haemorrhagic fever@Disease,Coronavirus@Chemical
Lassa fever@Disease,Coronavirus@Chemical
Lassa fever virus Mopeia@Disease,Coronavirus NATtrol@Chemical
Liver fibrosis@Disease,Coronavirus@Chemical
pneumonia@Disease,delta-coronavirus@Chemical
Acute respiratory distress syndrome@Disease,Coronavirus@Chemical
Respiratory Illness@Disease,Coronavirus@Chemical
Respiratory Syndrome@Disease,Coronavirus@Chemical
respiratory syndrome coronavirus@Disease,Coronavirus@Chemical
respiratory infections@Disease,Coronavirus@Chemical
respiratory tract infections@Disease,Dx Coronavirus@Chemical
Yellow fever@Disease,Coronavirus@Chemical
Coronavirus infection@Disease,Coronavirus@Chemical
